Size of Data (KB),Server Data Size,Server Data Size (KB),Time to Send,Time to Receive,Processing Time,Topology
6,948398,926.1699219,2086,1936,4022,
6,957876,935.4257813,1589,1428,3017,
6,967356,944.6835938,1925,1762,3687,
6,976838,953.9433594,2239,2067,4306,
6,986318,963.2011719,1889,1727,3616,
6,995786,972.4472656,1951,1773,3724,
6,1005272,981.7109375,3101,2911,6012,
6,1014744,990.9609375,2681,2495,5176,
6,1024216,1000.210938,2584,2383,4967,
6,1033694,1009.466797,2613,2411,5024,
6,1043180,1018.730469,2476,2289,4765,
6,1052656,1027.984375,2714,2527,5241,
6,1062112,1037.21875,2538,2365,4903,
6,1071588,1046.472656,2668,2486,5154,
6,1081072,1055.734375,2485,2292,4777,
6,1090552,1064.992188,2739,2561,5300,
6,1100020,1074.238281,2665,2367,5032,
6,1109494,1083.490234,2720,2506,5226,
6,1118972,1092.746094,2549,2319,4868,
6,1128444,1101.996094,2697,2498,5195,
6,1137918,1111.248047,2673,2488,5161,
6,1147392,1120.5,2731,2507,5238,
6,1156874,1129.759766,2694,2491,5185,
6,1166360,1139.023438,2906,2707,5613,
6,1175846,1148.287109,2647,2453,5100,
6,1185336,1157.554688,2657,2455,5112,
6,1194802,1166.798828,3149,2895,6044,
6,1204276,1176.050781,3028,2375,5403,
6,1213762,1185.314453,2883,2413,5296,
6,1223252,1194.582031,2820,2590,5410,
6,1232722,1203.830078,3276,3021,6297,
6,1242200,1213.085938,3110,2883,5993,
6,1251680,1222.34375,2842,2613,5455,
6,1261160,1231.601563,2763,2518,5281,
6,1270634,1240.853516,2740,2502,5242,
6,1280106,1250.103516,3142,2882,6024,
6,1289574,1259.349609,2514,2208,4722,
6,1299044,1268.597656,2867,2574,5441,
6,1308526,1277.857422,2445,2188,4633,
6,1317996,1287.105469,2647,2400,5047,
6,1327476,1296.363281,3015,2494,5509,
6,1336948,1305.613281,3857,3188,7045,
6,1346426,1314.869141,3052,2787,5839,
6,1355898,1324.119141,3486,2160,5646,
6,1365362,1333.361328,3240,2975,6215,
6,1374836,1342.613281,3481,2269,5750,BAn20m10 (iteration 4)
6,10282,10.04101563,91,56,147,
6,19758,19.29492188,98,62,160,
6,29250,28.56445313,112,73,185,
6,38724,37.81640625,119,77,196,
6,48216,47.0859375,146,101,247,
6,57696,56.34375,103,61,164,
6,67170,65.59570313,93,59,152,
6,76654,74.85742188,135,95,230,
6,86140,84.12109375,118,71,189,
6,95604,93.36328125,100,61,161,
6,105082,102.6191406,123,70,193,
6,114540,111.8554688,131,71,202,
6,124012,121.1054688,149,91,240,
6,133486,130.3574219,195,118,313,
6,142958,139.6074219,231,114,345,
6,152426,148.8535156,150,55,205,
6,161908,158.1132813,202,106,308,
6,171394,167.3769531,186,82,268,
6,180854,176.6152344,191,71,262,
6,190338,185.8769531,4926,4793,9719,
6,199822,195.1386719,174,68,242,
6,209304,204.3984375,808,691,1499,
6,218776,213.6484375,1115,983,2098,
6,228262,222.9121094,157,61,218,
6,237722,232.1503906,237,141,378,
6,247184,241.390625,240,106,346,
6,256666,250.6503906,203,100,303,
6,266136,259.8984375,1065,876,1941,
6,275608,269.1484375,280,143,423,
6,285090,278.4082031,361,139,500,
6,294566,287.6621094,260,91,351,
6,304052,296.9257813,892,728,1620,
6,313520,306.171875,979,784,1763,
6,322998,315.4277344,602,388,990,
6,332472,324.6796875,489,309,798,
6,341952,333.9375,732,529,1261,
6,351430,343.1933594,476,262,738,
6,360912,352.453125,648,445,1093,
6,370402,361.7207031,619,288,907,
6,379870,370.9667969,759,487,1246,
6,389346,380.2207031,652,274,926,
6,398820,389.4726563,434,188,622,
6,408316,398.7460938,537,288,825,
6,417800,408.0078125,762,466,1228,
6,427290,417.2753906,921,492,1413,
6,436770,426.5332031,521,416,937,
6,446252,435.7929688,684,574,1258,
6,455730,445.0488281,737,644,1381,
6,465226,454.3222656,687,579,1266,
6,474700,463.5742188,781,679,1460,
6,484166,472.8183594,976,870,1846,
6,493650,482.0800781,981,863,1844,
6,503132,491.3398438,1706,734,2440,
6,512612,500.5976563,1170,434,1604,
6,522092,509.8554688,640,502,1142,
6,531576,519.1171875,1265,669,1934,
6,541050,528.3691406,1028,533,1561,
6,550510,537.6074219,1354,408,1762,
6,559970,546.8457031,1118,562,1680,
6,569448,556.1015625,767,620,1387,
6,578950,565.3808594,1053,898,1951,
6,588430,574.6386719,728,587,1315,
6,597894,583.8808594,927,762,1689,
6,607378,593.1425781,1010,885,1895,
6,616858,602.4003906,1119,1005,2124,
6,626344,611.6640625,898,762,1660,
6,635828,620.9257813,1996,1884,3880,
6,645304,630.1796875,492,384,876,
6,654778,639.4316406,1053,957,2010,
6,664250,648.6816406,1963,1856,3819,
6,673716,657.9257813,1982,1861,3843,
6,683184,667.171875,1891,1763,3654,
6,692660,676.4257813,2001,1879,3880,
6,702136,685.6796875,1572,1461,3033,
6,711598,694.9199219,1681,1560,3241,
6,721054,704.1542969,1916,1773,3689,
6,730534,713.4121094,1779,1631,3410,
6,740014,722.6699219,1514,1373,2887,
6,749486,731.9199219,1973,1841,3814,
6,758968,741.1796875,1816,1706,3522,
6,768450,750.4394531,1697,1568,3265,
6,777922,759.6894531,1662,1530,3192,
6,787418,768.9628906,1852,1723,3575,
6,796912,778.234375,1804,1660,3464,
6,806390,787.4902344,1488,1341,2829,
6,815862,796.7402344,1778,1611,3389,
6,825332,805.9882813,1944,1768,3712,
6,834820,815.2539063,1744,1567,3311,
6,844302,824.5136719,1942,1783,3725,
6,853778,833.7675781,1726,1545,3271,
6,863238,843.0058594,1922,1627,3549,
6,872718,852.2636719,1950,1681,3631,
6,882188,861.5117188,1858,1698,3556,
6,891666,870.7675781,1786,1643,3429,
6,901150,880.0292969,1973,1724,3697,
6,910638,889.2949219,1735,1553,3288,
6,920122,898.5566406,1425,1268,2693,
6,929588,907.8007813,2213,2051,4264,
6,939064,917.0546875,1768,1616,3384,
6,948530,926.2988281,1611,1458,3069,
6,958008,935.5546875,1915,1755,3670,
6,967488,944.8125,2042,1886,3928,
6,976972,954.0742188,1945,1773,3718,
6,986446,963.3261719,1721,1506,3227,
6,995914,972.5722656,2155,1992,4147,
6,1005382,981.8183594,3130,2945,6075,
6,1014846,991.0605469,2507,2305,4812,
6,1024316,1000.308594,2712,2492,5204,
6,1033798,1009.568359,2647,2477,5124,
6,1043270,1018.818359,2636,2459,5095,
6,1052738,1028.064453,2615,2444,5059,
6,1062224,1037.328125,2726,2519,5245,
6,1071706,1046.587891,2683,2489,5172,
6,1081194,1055.853516,2603,2423,5026,
6,1090672,1065.109375,2611,2430,5041,
6,1100148,1074.363281,2647,2436,5083,
6,1109614,1083.607422,2662,2434,5096,
6,1119090,1092.861328,2595,2373,4968,
6,1128564,1102.113281,2649,2442,5091,
6,1138050,1111.376953,2763,2571,5334,
6,1147526,1120.630859,2661,2424,5085,
6,1157014,1129.896484,2787,2584,5371,
6,1166492,1139.152344,2669,2440,5109,
6,1175982,1148.419922,3123,2920,6043,
6,1185452,1157.667969,2619,2424,5043,
6,1194928,1166.921875,3016,2758,5774,
6,1204402,1176.173828,3129,2896,6025,
6,1213888,1185.4375,2759,2412,5171,
6,1223368,1194.695313,2667,2458,5125,
6,1232842,1203.947266,3375,3105,6480,
6,1242316,1213.199219,3001,2747,5748,
6,1251794,1222.455078,3234,2960,6194,
6,1261272,1231.710938,3249,2998,6247,
6,1270738,1240.955078,3194,2944,6138,
6,1280228,1250.222656,2888,2615,5503,
6,1289708,1259.480469,2351,1769,4120,
6,1299196,1268.746094,2619,1976,4595,
6,1308676,1278.003906,2459,820,3279,
6,1318160,1287.265625,2334,2118,4452,
6,1327640,1296.523438,2970,2599,5569,
6,1337128,1305.789063,2499,2278,4777,
6,1346594,1315.033203,3968,3728,7696,
6,1356080,1324.296875,3495,3260,6755,
6,1365558,1333.552734,3383,3120,6503,
6,1375058,1342.830078,3180,2939,6119,BAn20m10 (iteration 5)
6,10282,10.04101563,101,67,168,
6,19754,19.29101563,106,62,168,
6,29244,28.55859375,117,82,199,
6,38712,37.8046875,97,61,158,
6,48198,47.06835938,106,71,177,
6,57688,56.3359375,117,81,198,
6,67164,65.58984375,93,55,148,
6,76640,74.84375,166,112,278,
6,86114,84.09570313,110,67,177,
6,95588,93.34765625,118,65,183,
6,105052,102.5898438,121,82,203,
6,114526,111.8417969,101,56,157,
6,124004,121.0976563,110,65,175,
6,133488,130.359375,107,63,170,
6,142960,139.609375,134,90,224,
6,152446,148.8730469,241,94,335,
6,161938,158.1425781,264,110,374,
6,171418,167.4003906,150,71,221,
6,180912,176.671875,184,99,283,
6,190390,185.9277344,184,78,262,
6,199862,195.1777344,184,68,252,
6,209334,204.4277344,201,116,317,
6,218804,213.6757813,141,78,219,
6,228286,222.9355469,1694,1626,3320,
6,237770,232.1972656,1216,1159,2375,
6,247244,241.4492188,155,86,241,
6,256724,250.7070313,150,77,227,
6,266202,259.9628906,235,158,393,
6,275686,269.2246094,179,88,267,
6,285148,278.4648438,3786,3599,7385,
6,294624,287.71875,269,134,403,
6,304096,296.96875,625,494,1119,
6,313594,306.2441406,3279,3208,6487,
6,323064,315.4921875,521,449,970,
6,332548,324.7539063,745,659,1404,
6,342030,334.0136719,763,677,1440,
6,351508,343.2695313,880,807,1687,
6,360982,352.5214844,456,372,828,
6,370456,361.7734375,5150,5054,10204,
6,379934,371.0292969,904,833,1737,
6,389412,380.2851563,566,465,1031,
6,398892,389.5429688,580,503,1083,
6,408370,398.7988281,576,454,1030,
6,417840,408.046875,712,584,1296,
6,427306,417.2910156,674,492,1166,
6,436778,426.5410156,1119,329,1448,
6,446248,435.7890625,573,255,828,
6,455722,445.0410156,873,450,1323,
6,465194,454.2910156,938,534,1472,
6,474684,463.5585938,940,179,1119,
6,484166,472.8183594,1191,144,1335,
6,493642,482.0722656,847,516,1363,
6,503112,491.3203125,448,347,795,
6,512600,500.5859375,858,732,1590,
6,522078,509.8417969,1306,445,1751,
6,531558,519.0996094,776,227,1003,
6,541042,528.3613281,879,604,1483,
6,550518,537.6152344,967,671,1638,
6,559986,546.8613281,1536,429,1965,
6,569458,556.1113281,1858,350,2208,
6,578932,565.3632813,984,357,1341,
6,588398,574.6074219,1320,707,2027,
6,597892,583.8789063,664,215,879,
6,607380,593.1445313,586,400,986,
6,616866,602.4082031,810,466,1276,
6,626350,611.6699219,3379,850,4229,
6,635830,620.9277344,1860,195,2055,
6,645312,630.1875,1826,825,2651,
6,654782,639.4355469,2619,909,3528,
6,664266,648.6972656,1759,224,1983,
6,673754,657.9628906,1396,689,2085,
6,683232,667.21875,1534,411,1945,
6,692708,676.4726563,1552,1211,2763,
6,702202,685.7441406,1212,1043,2255,
6,711684,695.0039063,1654,1464,3118,
6,721152,704.25,1571,1222,2793,
6,730638,713.5136719,1995,1790,3785,
6,740112,722.765625,1535,1407,2942,
6,749586,732.0175781,1509,1323,2832,
6,759064,741.2734375,1438,1311,2749,
6,768548,750.5351563,1254,1128,2382,
6,778030,759.7949219,1850,1699,3549,
6,787504,769.046875,1425,1306,2731,
6,796982,778.3027344,1482,1332,2814,
6,806458,787.5566406,1531,973,2504,
6,815938,796.8144531,1628,1440,3068,
6,825416,806.0703125,1528,1399,2927,
6,834892,815.3242188,1594,1457,3051,
6,844378,824.5878906,1755,1606,3361,
6,853862,833.8496094,1524,1380,2904,
6,863350,843.1152344,1691,1553,3244,
6,872812,852.3554688,1765,1618,3383,
6,882290,861.6113281,4015,940,4955,
6,891766,870.8652344,4107,1103,5210,
6,901226,880.1035156,1904,1562,3466,
6,910696,889.3515625,1661,1092,2753,
6,920176,898.609375,2374,2153,4527,
6,929646,907.8574219,2147,1896,4043,
6,939126,917.1152344,2070,1882,3952,
6,948608,926.375,1891,1267,3158,
6,958088,935.6328125,2120,1830,3950,
6,967564,944.8867188,1809,1633,3442,
6,977038,954.1386719,2088,1897,3985,
6,986514,963.3925781,2061,1883,3944,
6,995980,972.6367188,1979,1819,3798,
6,1005450,981.8847656,3164,2932,6096,
6,1014916,991.1289063,2344,2174,4518,
6,1024390,1000.380859,2563,1157,3720,
6,1033868,1009.636719,2549,2089,4638,
6,1043338,1018.884766,2672,1288,3960,
6,1052822,1028.146484,4792,1671,6463,
6,1062290,1037.392578,2677,1232,3909,
6,1071754,1046.634766,3246,1902,5148,
6,1081234,1055.892578,2690,2454,5144,
6,1090714,1065.150391,2604,2392,4996,
6,1100184,1074.398438,2513,2301,4814,
6,1109648,1083.640625,2854,2170,5024,
6,1119104,1092.875,2683,1855,4538,
6,1128580,1102.128906,3137,2913,6050,
6,1138056,1111.382813,2952,1382,4334,
6,1147536,1120.640625,2970,1910,4880,
6,1157024,1129.90625,2653,2264,4917,
6,1166508,1139.167969,2724,2486,5210,
6,1175976,1148.414063,3356,3129,6485,
6,1185456,1157.671875,2656,2446,5102,
6,1194922,1166.916016,2757,2543,5300,
6,1204390,1176.162109,2549,2322,4871,
6,1213874,1185.423828,2747,2543,5290,
6,1223344,1194.671875,2891,2662,5553,
6,1232808,1203.914063,2911,2691,5602,
6,1242290,1213.173828,2938,2679,5617,
6,1251764,1222.425781,2787,2559,5346,
6,1261238,1231.677734,2726,2454,5180,
6,1270722,1240.939453,2726,2504,5230,
6,1280212,1250.207031,2750,2529,5279,
6,1289692,1259.464844,2974,2377,5351,
6,1299154,1268.705078,3003,2214,5217,
6,1308620,1277.949219,2833,2233,5066,
6,1318094,1287.201172,3350,3109,6459,
6,1327562,1296.447266,2811,2520,5331,
6,1337040,1305.703125,2881,2652,5533,
6,1346524,1314.964844,4969,4721,9690,
6,1355988,1324.207031,3746,3485,7231,
6,1365470,1333.466797,3681,3425,7106,
6,1374950,1342.724609,3818,3551,7369,
6,1384430,1351.982422,3594,3308,6902,
6,1393908,1361.238281,3845,3553,7398,
6,1403388,1370.496094,3670,3408,7078,
6,1412864,1379.75,3652,3381,7033,
6,1422346,1389.009766,4162,3799,7961,
6,1431818,1398.259766,3880,3046,6926,
6,1441290,1407.509766,4222,3124,7346,
6,1450764,1416.761719,3807,3193,7000,
6,1460242,1426.017578,3727,3338,7065,
6,1469712,1435.265625,3897,3603,7500,
6,1479192,1444.523438,3803,3535,7338,
6,1488672,1453.78125,4229,3935,8164,
6,1498148,1463.035156,3960,3675,7635,
6,1507624,1472.289063,3933,3652,7585,
6,1517116,1481.558594,3834,3534,7368,
6,1526602,1490.822266,3752,3446,7198,
6,1536086,1500.083984,3866,3603,7469,
6,1545572,1509.347656,3746,3447,7193,
6,1555048,1518.601563,3811,3532,7343,
6,1564536,1527.867188,3986,3624,7610,
6,1574014,1537.123047,4526,2019,6545,
6,1583486,1546.373047,3790,2590,6380,
6,1592964,1555.628906,3344,3012,6356,
6,1602448,1564.890625,3617,3302,6919,
6,1611920,1574.140625,4155,3850,8005,
6,1621400,1583.398438,3428,3106,6534,
6,1630874,1592.650391,3565,3210,6775,
6,1640350,1601.904297,3588,3272,6860,
6,1649838,1611.169922,3409,3096,6505,
6,1659304,1620.414063,3766,3409,7175,
6,1668782,1629.669922,3546,3243,6789,
6,1678254,1638.919922,4117,3773,7890,
6,1687730,1648.173828,5622,5274,10896,
6,1697208,1657.429688,4813,4497,9310,
6,1706690,1666.689453,5058,4652,9710,BAn20m15 (iteration 1)
6,10268,10.02734375,120,67,187,
6,19738,19.27539063,99,57,156,
6,29212,28.52734375,116,71,187,
6,38678,37.77148438,150,99,249,
6,48150,47.02148438,115,60,175,
6,57628,56.27734375,107,53,160,
6,67088,65.515625,128,74,202,
6,76554,74.75976563,155,81,236,
6,86022,84.00585938,161,75,236,
6,95496,93.2578125,165,65,230,
6,104976,102.515625,113,71,184,
6,114454,111.7714844,94,54,148,
6,123928,121.0234375,103,56,159,
6,133398,130.2714844,125,72,197,
6,142888,139.5390625,114,69,183,
6,152382,148.8105469,248,73,321,
6,161858,158.0644531,323,129,452,
6,171324,167.3085938,237,77,314,
6,180810,176.5722656,209,89,298,
6,190294,185.8339844,162,57,219,
6,199770,195.0878906,202,64,266,
6,209252,204.3476563,172,64,236,
6,218716,213.5898438,2174,2064,4238,
6,228204,222.8554688,202,73,275,
6,237684,232.1132813,1051,924,1975,
6,247150,241.3574219,293,174,467,
6,256632,250.6171875,196,62,258,
6,266104,259.8671875,350,140,490,
6,275578,269.1191406,237,64,301,
6,285048,278.3671875,268,95,363,
6,294540,287.6367188,246,78,324,
6,304014,296.8886719,3665,3503,7168,
6,313486,306.1386719,3875,3747,7622,
6,322970,315.4003906,3437,3289,6726,
6,332436,324.6445313,1069,937,2006,
6,341926,333.9121094,646,497,1143,
6,351394,343.1582031,578,505,1083,
6,360886,352.4277344,596,508,1104,
6,370370,361.6894531,598,518,1116,
6,379856,370.953125,687,612,1299,
6,389316,380.1914063,624,522,1146,
6,398794,389.4472656,645,563,1208,
6,408272,398.703125,740,406,1146,
6,417732,407.9414063,817,486,1303,
6,427198,417.1855469,620,317,937,
6,436674,426.4394531,690,290,980,
6,446140,435.6835938,726,334,1060,
6,455608,444.9296875,691,391,1082,
6,465078,454.1777344,822,459,1281,
6,474546,463.4238281,943,424,1367,
6,484030,472.6855469,727,314,1041,
6,493518,481.9511719,901,328,1229,
6,502998,491.2089844,723,347,1070,
6,512468,500.4570313,787,352,1139,
6,521954,509.7207031,1417,687,2104,
6,531424,518.96875,531,174,705,
6,540894,528.2167969,929,557,1486,
6,550360,537.4609375,1355,356,1711,
6,559822,546.7011719,780,420,1200,
6,569316,555.9726563,882,714,1596,
6,578788,565.2226563,533,386,919,
6,588282,574.4941406,707,597,1304,
6,597762,583.7519531,695,588,1283,
6,607240,593.0078125,748,424,1172,
6,616720,602.265625,842,569,1411,
6,626188,611.5117188,1511,989,2500,
6,635662,620.7636719,1370,813,2183,
6,645148,630.0273438,1150,832,1982,
6,654624,639.28125,1304,912,2216,
6,664108,648.5429688,1504,1264,2768,
6,673580,657.7929688,1640,1409,3049,
6,683052,667.0429688,1346,1188,2534,
6,692520,676.2890625,1342,1198,2540,
6,701976,685.5234375,1770,1631,3401,
6,711464,694.7890625,1272,1133,2405,
6,720956,704.0585938,1618,1469,3087,
6,730428,713.3085938,1563,1372,2935,
6,739918,722.5761719,1186,1038,2224,
6,749390,731.8261719,1708,1550,3258,
6,758860,741.0742188,1673,1525,3198,
6,768338,750.3300781,1490,1337,2827,
6,777808,759.578125,1211,1070,2281,
6,787290,768.8378906,1607,1452,3059,
6,796760,778.0859375,1937,1770,3707,
6,806230,787.3339844,1534,1366,2900,
6,815706,796.5878906,1502,1348,2850,
6,825186,805.8457031,2128,1971,4099,
6,834670,815.1074219,1626,1451,3077,
6,844154,824.3691406,1482,1336,2818,
6,853638,833.6308594,1584,1413,2997,
6,863114,842.8847656,2272,2036,4308,
6,872600,852.1484375,1723,1575,3298,
6,882068,861.3945313,1691,1070,2761,
6,891550,870.6542969,1877,1262,3139,
6,901024,879.90625,1680,1488,3168,
6,910494,889.1542969,1687,1498,3185,
6,919956,898.3945313,2383,2183,4566,
6,929436,907.6523438,2132,1953,4085,
6,938904,916.8984375,2126,1953,4079,
6,948384,926.15625,1953,1734,3687,
6,957868,935.4179688,2135,1962,4097,
6,967328,944.65625,2037,1826,3863,
6,976818,953.9238281,1961,1778,3739,
6,986290,963.1738281,2606,2408,5014,
6,995768,972.4296875,2054,1843,3897,
6,1005248,981.6875,2525,2314,4839,
6,1014736,990.953125,2350,2070,4420,
6,1024212,1000.207031,2482,2290,4772,
6,1033680,1009.453125,3206,2998,6204,
6,1043172,1018.722656,2550,2348,4898,
6,1052654,1027.982422,2794,1240,4034,
6,1062120,1037.226563,2642,1601,4243,
6,1071598,1046.482422,3469,3204,6673,
6,1081072,1055.734375,3181,2697,5878,
6,1090548,1064.988281,2599,1859,4458,
6,1100032,1074.25,2968,2460,5428,
6,1109494,1083.490234,2560,1609,4169,
6,1118970,1092.744141,3259,1135,4394,
6,1128450,1102.001953,2474,2245,4719,
6,1137920,1111.25,6189,988,7177,
6,1147392,1120.5,3095,1521,4616,
6,1156846,1129.732422,2808,2523,5331,
6,1166316,1138.980469,2688,2422,5110,
6,1175820,1148.261719,2963,2450,5413,
6,1185302,1157.521484,3760,3566,7326,
6,1194794,1166.791016,3021,1809,4830,
6,1204286,1176.060547,2755,2546,5301,
6,1213762,1185.314453,3048,790,3838,
6,1223230,1194.560547,3056,2837,5893,
6,1232706,1203.814453,3484,711,4195,
6,1242182,1213.068359,2786,2561,5347,
6,1251666,1222.330078,2752,2538,5290,
6,1261140,1231.582031,3914,1161,5075,
6,1270624,1240.84375,2801,2580,5381,
6,1280102,1250.099609,3072,2840,5912,
6,1289586,1259.361328,4931,1993,6924,
6,1299062,1268.615234,3165,1376,4541,
6,1308532,1277.863281,3113,1767,4880,
6,1317994,1287.103516,2923,2670,5593,
6,1327476,1296.363281,2834,2588,5422,
6,1336946,1305.611328,3277,2990,6267,
6,1346426,1314.869141,5109,4880,9989,
6,1355894,1324.115234,3894,3620,7514,
6,1365382,1333.380859,3676,3421,7097,
6,1374858,1342.634766,3932,3630,7562,
6,1384358,1351.912109,3866,3614,7480,
6,1393830,1361.162109,3973,3725,7698,
6,1403298,1370.408203,3743,3484,7227,
6,1412778,1379.666016,3915,3660,7575,
6,1422246,1388.912109,3949,3696,7645,
6,1431730,1398.173828,4461,2180,6641,
6,1441204,1407.425781,8235,1972,10207,
6,1450684,1416.683594,3962,3532,7494,
6,1460162,1425.939453,4040,3623,7663,
6,1469650,1435.205078,4628,4305,8933,
6,1479116,1444.449219,3898,3590,7488,
6,1488598,1453.708984,3913,3635,7548,
6,1498070,1462.958984,4004,3690,7694,
6,1507552,1472.21875,4097,3726,7823,
6,1517028,1481.472656,4017,3715,7732,
6,1526494,1490.716797,3876,3580,7456,
6,1535966,1499.966797,4630,4339,8969,
6,1545448,1509.226563,3841,3566,7407,
6,1554906,1518.462891,3942,3642,7584,
6,1564376,1527.710938,4046,3738,7784,
6,1573858,1536.970703,6635,2051,8686,
6,1583318,1546.208984,3545,3202,6747,
6,1592808,1555.476563,4140,3820,7960,
6,1602296,1564.742188,3946,3556,7502,
6,1611770,1573.994141,3787,2975,6762,
6,1621246,1583.248047,3801,2749,6550,
6,1630706,1592.486328,3494,3155,6649,
6,1640188,1601.746094,3528,3191,6719,
6,1649664,1611,3463,3139,6602,
6,1659144,1620.257813,3399,3052,6451,
6,1668616,1629.507813,3716,3406,7122,
6,1678104,1638.773438,4185,3732,7917,
6,1687574,1648.021484,5630,5255,10885,
6,1697052,1657.277344,4792,4473,9265,
6,1706534,1666.537109,5028,4636,9664,BAn20m15 (iteration 2)
6,10266,10.02539063,100,65,165,
6,19728,19.265625,104,59,163,
6,29210,28.52539063,113,74,187,
6,38684,37.77734375,88,54,142,
6,48164,47.03515625,116,84,200,
6,57636,56.28515625,95,60,155,
6,67108,65.53515625,116,75,191,
6,76588,74.79296875,120,75,195,
6,86062,84.04492188,126,72,198,
6,95538,93.29882813,121,69,190,
6,105016,102.5546875,192,129,321,
6,114490,111.8066406,99,59,158,
6,123964,121.0585938,116,72,188,
6,133436,130.3085938,180,131,311,
6,142906,139.5566406,113,63,176,
6,152384,148.8125,195,80,275,
6,161854,158.0605469,183,100,283,
6,171332,167.3164063,148,64,212,
6,180802,176.5644531,188,80,268,
6,190296,185.8359375,177,82,259,
6,199784,195.1015625,183,77,260,
6,209268,204.3632813,224,90,314,
6,218750,213.6230469,265,148,413,
6,228234,222.8847656,195,75,270,
6,237710,232.1386719,1092,976,2068,
6,247184,241.390625,3541,3389,6930,
6,256666,250.6503906,241,101,342,
6,266128,259.890625,300,154,454,
6,275602,269.1425781,168,74,242,
6,285092,278.4101563,4482,4403,8885,
6,294586,287.6816406,1301,1219,2520,
6,304062,296.9355469,690,623,1313,
6,313544,306.1953125,9860,9793,19653,
6,323014,315.4433594,963,880,1843,
6,332490,324.6972656,729,570,1299,
6,341954,333.9394531,562,402,964,
6,351442,343.2050781,558,423,981,
6,360932,352.4726563,597,516,1113,
6,370404,361.7226563,523,454,977,
6,379874,370.9707031,585,514,1099,
6,389342,380.2167969,693,615,1308,
6,398826,389.4785156,622,544,1166,
6,408300,398.7304688,925,540,1465,
6,417796,408.0039063,783,509,1292,
6,427272,417.2578125,610,314,924,
6,436748,426.5117188,627,377,1004,
6,446232,435.7734375,779,523,1302,
6,455708,445.0273438,692,434,1126,
6,465184,454.28125,783,492,1275,
6,474656,463.53125,721,426,1147,
6,484126,472.7792969,724,433,1157,
6,493610,482.0410156,770,450,1220,
6,503086,491.2949219,732,409,1141,
6,512574,500.5605469,858,590,1448,
6,522060,509.8242188,650,511,1161,
6,531548,519.0898438,855,597,1452,
6,541040,528.359375,674,346,1020,
6,550506,537.6035156,967,672,1639,
6,559976,546.8515625,724,419,1143,
6,569460,556.1132813,850,517,1367,
6,578940,565.3710938,820,570,1390,
6,588412,574.6210938,289,182,471,
6,597880,583.8671875,804,692,1496,
6,607364,593.1289063,752,642,1394,
6,616834,602.3769531,719,593,1312,
6,626312,611.6328125,1615,1183,2798,
6,635796,620.8945313,1353,1037,2390,
6,645264,630.140625,1140,1027,2167,
6,654752,639.40625,1364,1233,2597,
6,664230,648.6621094,1433,1229,2662,
6,673710,657.9199219,1363,1091,2454,
6,683178,667.1660156,1410,1269,2679,
6,692660,676.4257813,1242,1130,2372,
6,702130,685.6738281,1276,1162,2438,
6,711606,694.9277344,1342,1227,2569,
6,721072,704.171875,1722,1463,3185,
6,730564,713.4414063,1437,1267,2704,
6,740052,722.7070313,1264,1110,2374,
6,749520,731.953125,1448,1304,2752,
6,759006,741.2167969,1473,1347,2820,
6,768480,750.46875,1472,1325,2797,
6,777972,759.7382813,1474,1350,2824,
6,787436,768.9804688,1530,1367,2897,
6,796916,778.2382813,1411,1281,2692,
6,806390,787.4902344,1890,1551,3441,
6,815866,796.7441406,1537,1247,2784,
6,825344,806,1245,1108,2353,
6,834822,815.2558594,1513,1360,2873,
6,844304,824.515625,1507,1356,2863,
6,853778,833.7675781,1569,1439,3008,
6,863246,843.0136719,2008,1736,3744,
6,872720,852.265625,1514,1358,2872,
6,882190,861.5136719,1839,1657,3496,
6,891670,870.7714844,1735,1421,3156,
6,901154,880.0332031,1679,1251,2930,
6,910622,889.2792969,1652,1455,3107,
6,920096,898.53125,2538,2365,4903,
6,929572,907.7851563,1999,1839,3838,
6,939054,917.0449219,1930,1764,3694,
6,948526,926.2949219,1901,1488,3389,
6,958014,935.5605469,2041,1856,3897,
6,967488,944.8125,2201,2035,4236,
6,976964,954.0664063,2023,1839,3862,
6,986438,963.3183594,2089,1922,4011,
6,995930,972.5878906,2032,1820,3852,
6,1005424,981.859375,2847,2510,5357,
6,1014916,991.1289063,2126,1945,4071,
6,1024380,1000.371094,2447,2270,4717,
6,1033842,1009.611328,2569,2402,4971,
6,1043326,1018.873047,2439,2262,4701,
6,1052796,1028.121094,2783,1619,4402,
6,1062274,1037.376953,2917,1903,4820,
6,1071754,1046.634766,2650,1678,4328,
6,1081224,1055.882813,2400,2196,4596,
6,1090688,1065.125,2485,2281,4766,
6,1100170,1074.384766,3338,3144,6482,
6,1109650,1083.642578,2450,2269,4719,
6,1119140,1092.910156,2716,2179,4895,
6,1128610,1102.158203,2613,2418,5031,
6,1138082,1111.408203,5052,1221,6273,
6,1147566,1120.669922,3284,2664,5948,
6,1157052,1129.933594,2713,2300,5013,
6,1166518,1139.177734,2859,2283,5142,
6,1176002,1148.439453,2778,2543,5321,
6,1185484,1157.699219,2730,2519,5249,
6,1194970,1166.962891,2620,2427,5047,
6,1204452,1176.222656,2727,2531,5258,
6,1213944,1185.492188,2704,2491,5195,
6,1223430,1194.755859,2682,2481,5163,
6,1232910,1204.013672,2689,2440,5129,
6,1242374,1213.255859,2733,2528,5261,
